AA4.hmm	522	FS3C|FS3C_21873	489	1.3e-23	15	198	29	216	0.350574712643678
AA6.hmm	195	FS3C|FS3C_39353	433	1.2e-08	2	109	239	322	0.548717948717949
AA6.hmm	195	FS3C|FS3C_39366	377	9.6e-09	2	109	183	266	0.548717948717949
AA6.hmm	195	FS3C|FS3C_47494	345	9.8e-05	2	94	140	214	0.471794871794872
CBM1.hmm	29	FS3C|FS3C_10527	243	3.3e-08	2	29	208	235	0.931034482758621
CBM1.hmm	29	FS3C|FS3C_11766	524	9.5e-14	1	29	491	519	0.96551724137931
CBM1.hmm	29	FS3C|FS3C_12900	344	4e-14	1	29	311	339	0.96551724137931
CBM1.hmm	29	FS3C|FS3C_12909	344	4e-14	1	29	311	339	0.96551724137931
CBM1.hmm	29	FS3C|FS3C_15627	149	1.2e-10	2	29	69	97	0.931034482758621
CBM1.hmm	29	FS3C|FS3C_15627	149	5.3e-09	5	29	1	26	0.827586206896552
CBM1.hmm	29	FS3C|FS3C_17852	605	2.7e-12	2	28	574	599	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17857	408	1e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17859	472	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17862	474	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17865	474	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17868	473	1.2e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17871	471	1.2e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17873	471	1.2e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17876	471	1.2e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17879	474	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17882	471	1.2e-10	2	28	160	186	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17885	472	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_17888	474	1.1e-10	2	28	161	187	0.896551724137931
CBM1.hmm	29	FS3C|FS3C_18288	130	5.3e-11	2	29	98	124	0.931034482758621
CBM1.hmm	29	FS3C|FS3C_19496	121	1.8e-14	1	29	88	116	0.96551724137931
CBM1.hmm	29	FS3C|FS3C_19706	455	1.9e-06	2	25	430	452	0.793103448275862
